,申请年,受理局,处理后的IPC主分类号,申请数量
847,2014,美国,F15B15,1
848,2014,美国,F25B29,1
849,2014,美国,G01C23,2
850,2014,美国,G01P5,1
851,2014,美国,G01V3,1
852,2014,美国,G05D1,7
853,2014,美国,G05G1,1
854,2014,美国,G07C5,2
855,2014,美国,G08G5,3
856,2014,美国,H01M8,1
857,2014,美国,H01Q3,2
858,2014,美国,H02H3,1
859,2014,美国,H02J1,1
860,2014,美国,H02J4,4
861,2014,美国,H02J7,2
862,2014,美国,H02K1,1
863,2014,美国,H02K7,1
864,2014,美国,H02N2,2
865,2014,美国,H02P1,3
866,2014,美国,H02P23,2
867,2014,美国,H02P29,1
868,2014,美国,H02P7,1
869,2014,美国,H02P9,1
870,2014,美国,H05B1,2
872,2014,英国,B60L50,1
873,2014,英国,B60T17,2
874,2014,英国,B60W10,2
875,2014,英国,B64C25,2
876,2014,英国,B64D37,2
877,2014,英国,B64F1,4
878,2014,英国,F02K7,2
879,2014,英国,H02K19,2
880,2014,英国,H02P9,2
881,2014,英国,H04B3,1
882,2014,葡萄牙,B60P3,1
883,2014,西班牙,B23Q1,1
884,2014,西班牙,B64C3,1
885,2014,西班牙,B64D27,1
886,2014,西班牙,B64D29,1
887,2014,西班牙,E01D15,1
888,2014,西班牙,F02K3,1
889,2014,西班牙,G01R31,1
890,2014,西班牙,G05D1,1
891,2014,越南,B64C1,1
892,2014,韩国,B60S1,1
893,2014,韩国,B64C29,3
894,2014,韩国,B64C39,1
895,2014,韩国,B64F3,1
896,2014,韩国,C08L75,1
897,2014,韩国,C09D175,2
898,2014,韩国,C23C24,1
899,2014,韩国,G01R31,1
900,2014,韩国,H02J3,1
901,2014,韩国,H02J7,2
902,2014,马来西亚,B64F1,2
903,2015,世界知识产权组织,A47H5,2
904,2015,世界知识产权组织,A63H27,1
905,2015,世界知识产权组织,A63H29,1
906,2015,世界知识产权组织,B05B3,1
907,2015,世界知识产权组织,B21D26,1
908,2015,世界知识产权组织,B60T8,1
909,2015,世界知识产权组织,B64C25,2
910,2015,世界知识产权组织,B64C27,6
911,2015,世界知识产权组织,B64C29,5
912,2015,世界知识产权组织,B64D13,1
913,2015,世界知识产权组织,B64D15,1
914,2015,世界知识产权组织,B64D25,1
915,2015,世界知识产权组织,B64D27,3
916,2015,世界知识产权组织,B64D33,1
917,2015,世界知识产权组织,B64D37,1
918,2015,世界知识产权组织,B64F1,1
919,2015,世界知识产权组织,B64G5,2
920,2015,世界知识产权组织,F02C7,4
921,2015,世界知识产权组织,F02C9,1
922,2015,世界知识产权组织,F02K5,2
923,2015,世界知识产权组织,F24F3,1
924,2015,世界知识产权组织,G05D1,1
925,2015,世界知识产权组织,H01Q3,1
926,2015,世界知识产权组织,H02J3,1
927,2015,世界知识产权组织,H02K5,1
928,2015,世界知识产权组织,H02M3,2
929,2015,世界知识产权组织,H04W16,1
930,2015,中国,A01B49,1
931,2015,中国,A01D75,1
932,2015,中国,A01M3,1
933,2015,中国,A23P30,1
934,2015,中国,A41H33,1
935,2015,中国,A45D20,2
936,2015,中国,A45D7,1
937,2015,中国,A47J19,2
938,2015,中国,A47J31,7
939,2015,中国,A47J37,1
940,2015,中国,A47J43,1
941,2015,中国,A61C1,2
942,2015,中国,A61C19,1
943,2015,中国,A61C3,1
944,2015,中国,A62B1,1
945,2015,中国,A62C27,1
946,2015,中国,A62C3,1
947,2015,中国,A62C31,1
948,2015,中国,A63H27,8
949,2015,中国,A63H29,1
950,2015,中国,A63H30,3
951,2015,中国,B01D50,1
952,2015,中国,B01D53,1
953,2015,中国,B01F7,1
954,2015,中国,B02C18,1
955,2015,中国,B02C7,2
956,2015,中国,B03C3,1
957,2015,中国,B05B5,1
958,2015,中国,B05C9,1
959,2015,中国,B08B11,2
960,2015,中国,B08B3,1
961,2015,中国,B21F1,1
962,2015,中国,B21F15,1
963,2015,中国,B21F3,1
964,2015,中国,B23B41,3
965,2015,中国,B23C3,1
966,2015,中国,B23D45,1
967,2015,中国,B23D49,1
968,2015,中国,B23D57,1
969,2015,中国,B23D59,1
970,2015,中国,B23D79,1
971,2015,中国,B23H1,2
972,2015,中国,B23K11,3
973,2015,中国,B23K28,1
974,2015,中国,B23K3,1
975,2015,中国,B23K37,1
976,2015,中国,B23K9,5
977,2015,中国,B23P19,1
978,2015,中国,B23P23,2
979,2015,中国,B23P9,1
980,2015,中国,B23Q1,1
981,2015,中国,B23Q11,2
982,2015,中国,B23Q3,1
983,2015,中国,B24B23,3
984,2015,中国,B24B25,1
985,2015,中国,B24B37,1
986,2015,中国,B25B13,1
987,2015,中国,B25B21,1
988,2015,中国,B25B27,1
989,2015,中国,B25D11,1
990,2015,中国,B26B19,6
991,2015,中国,B26D1,1
992,2015,中国,B26D7,1
993,2015,中国,B27B5,1
994,2015,中国,B28D1,1
995,2015,中国,B29C47,17
996,2015,中国,B29C55,1
997,2015,中国,B29C73,2
998,2015,中国,B32B37,1
999,2015,中国,B41J25,1
1000,2015,中国,B44B1,3
1001,2015,中国,B60F3,2
1002,2015,中国,B60F5,1
1003,2015,中国,B60L11,2
1004,2015,中国,B60L15,1
1005,2015,中国,B60P3,1
1006,2015,中国,B60S1,1
1007,2015,中国,B60T13,2
1008,2015,中国,B60T15,1
1009,2015,中国,B60T17,1
1010,2015,中国,B60T8,2
1011,2015,中国,B61F19,1
1012,2015,中国,B62H1,1
1013,2015,中国,B62K15,1
1014,2015,中国,B63B3,1
1015,2015,中国,B63B35,1
1016,2015,中国,B63C9,1
1017,2015,中国,B63H21,1
1018,2015,中国,B64B1,6
1019,2015,中国,B64C1,9
1020,2015,中国,B64C13,1
1021,2015,中国,B64C19,1
1022,2015,中国,B64C25,31
1023,2015,中国,B64C27,46
1024,2015,中国,B64C29,2
1025,2015,中国,B64C3,1
1026,2015,中国,B64C31,1
1027,2015,中国,B64C33,3
1028,2015,中国,B64C35,1
1029,2015,中国,B64C39,18
1030,2015,中国,B64C9,1
1031,2015,中国,B64D1,8
1032,2015,中国,B64D11,1
1033,2015,中国,B64D13,2
1034,2015,中国,B64D15,5
1035,2015,中国,B64D17,2
1036,2015,中国,B64D27,29
1037,2015,中国,B64D31,1
1038,2015,中国,B64D33,3
1039,2015,中国,B64D37,7
1040,2015,中国,B64D39,2
1041,2015,中国,B64D41,4
1042,2015,中国,B64D45,2
1043,2015,中国,B64D47,4
1044,2015,中国,B64D7,2
1045,2015,中国,B64F1,15
1046,2015,中国,B64F3,6
1047,2015,中国,B64F5,12
1048,2015,中国,B64G5,2
1049,2015,中国,B65B65,1
1050,2015,中国,B65C1,1
1051,2015,中国,B65D81,1
1052,2015,中国,B65D85,1
1053,2015,中国,B65D88,1
1054,2015,中国,B65G23,1
1055,2015,中国,B65G47,1
1056,2015,中国,B66F11,2
1057,2015,中国,B66F3,2
1058,2015,中国,B67B6,1
1059,2015,中国,B67C7,1
1060,2015,中国,B67D7,6
1061,2015,中国,C08L69,2
1062,2015,中国,C10L1,3
1063,2015,中国,C23C16,2
1064,2015,中国,C30B28,1
1065,2015,中国,D05B1,2
1066,2015,中国,D05B23,2
1067,2015,中国,D05B35,1
1068,2015,中国,D05B37,1
1069,2015,中国,D05B69,2
1070,2015,中国,D05B79,1
1071,2015,中国,D05B81,2
1072,2015,中国,D05C7,1
1073,2015,中国,D05C9,1
1074,2015,中国,E01F9,1
1075,2015,中国,E01H1,1
1076,2015,中国,E01H3,1
1077,2015,中国,E01H5,1
1078,2015,中国,E02F3,1
1079,2015,中国,E04H12,1
1080,2015,中国,E05F15,2
1081,2015,中国,E06B11,2
1082,2015,中国,E21B15,1
1083,2015,中国,F01C11,2
1084,2015,中国,F01D15,1
1085,2015,中国,F01K23,1
1086,2015,中国,F01M5,2
1087,2015,中国,F02C3,4
1088,2015,中国,F02C7,2
1089,2015,中国,F02N11,1
1090,2015,中国,F02P9,2
1091,2015,中国,F03B13,2
1092,2015,中国,F03D9,2
1093,2015,中国,F03H1,2
1094,2015,中国,F04B35,2
1095,2015,中国,F04B49,1
1096,2015,中国,F04C18,1
1097,2015,中国,F04C29,2
1098,2015,中国,F04D25,10
1099,2015,中国,F04D27,1
1100,2015,中国,F04D29,3
1101,2015,中国,F15B3,1
1102,2015,中国,F16B1,1
1103,2015,中国,F16H3,2
1104,2015,中国,F16L3,1
1105,2015,中国,F17C13,1
1106,2015,中国,F17C5,1
1107,2015,中国,F21S8,1
1108,2015,中国,F21S9,2
1109,2015,中国,F24C13,1
1110,2015,中国,F24D13,1
1111,2015,中国,F24F1,1
1112,2015,中国,F24F3,1
1113,2015,中国,F24H3,1
1114,2015,中国,F25B21,1
1115,2015,中国,F41B15,1
1116,2015,中国,F41F3,1
1117,2015,中国,F41H11,1
1118,2015,中国,F42B4,1
1119,2015,中国,G01C21,1
1120,2015,中国,G01D21,1
1121,2015,中国,G01F23,1
1122,2015,中国,G01J5,1
1123,2015,中国,G01L5,4
1124,2015,中国,G01M10,1
1125,2015,中国,G01M13,4
1126,2015,中国,G01M17,1
1127,2015,中国,G01M9,2
1128,2015,中国,G01M99,2
1129,2015,中国,G01N1,1
1130,2015,中国,G01N13,1
1131,2015,中国,G01N15,1
1132,2015,中国,G01N27,2
1133,2015,中国,G01N29,1
1134,2015,中国,G01N3,1
1135,2015,中国,G01P1,1
1136,2015,中国,G01R19,1
1137,2015,中国,G01R23,1
1138,2015,中国,G01R31,7
1139,2015,中国,G01S13,1
1140,2015,中国,G01S19,1
1141,2015,中国,G01V3,2
1142,2015,中国,G02B21,1
1143,2015,中国,G02B5,4
1144,2015,中国,G05B11,2
1145,2015,中国,G05B13,2
1146,2015,中国,G05B17,2
1147,2015,中国,G05B19,6
1148,2015,中国,G05B23,2
1149,2015,中国,G05D1,6
1150,2015,中国,G05D23,2
1151,2015,中国,G05F1,2
1152,2015,中国,G06F17,6
1153,2015,中国,G06K17,2
1154,2015,中国,G06Q10,4
1155,2015,中国,G07C5,1
1156,2015,中国,G07F15,1
1157,2015,中国,G08B13,1
1158,2015,中国,G08B21,1
1159,2015,中国,G08B5,1
1160,2015,中国,G08G1,1
1161,2015,中国,G09B9,2
1162,2015,中国,G21C1,1
1163,2015,中国,H01B13,1
1164,2015,中国,H01B7,5
1165,2015,中国,H01B9,1
1166,2015,中国,H01F27,1
1167,2015,中国,H01F38,1
1168,2015,中国,H01L25,1
1169,2015,中国,H01L31,1
1170,2015,中国,H01M10,2
1171,2015,中国,H01M2,2
1172,2015,中国,H01M8,2
1173,2015,中国,H01P1,1
1174,2015,中国,H01Q21,2
1175,2015,中国,H01R13,6
1176,2015,中国,H01R4,1
1177,2015,中国,H01S3,1
1178,2015,中国,H02G1,11
1179,2015,中国,H02G7,1
1180,2015,中国,H02H3,3
1181,2015,中国,H02J1,3
1182,2015,中国,H02J3,3
1183,2015,中国,H02J50,2
1184,2015,中国,H02J7,12
1185,2015,中国,H02K1,1
1186,2015,中国,H02K16,1
1187,2015,中国,H02K3,1
1188,2015,中国,H02K5,2
1189,2015,中国,H02K53,3
1190,2015,中国,H02K7,3
1191,2015,中国,H02M3,2
1192,2015,中国,H02M7,2
1193,2015,中国,H02P21,1
1194,2015,中国,H02P27,2
1195,2015,中国,H02P7,1
1196,2015,中国,H02P8,1
1197,2015,中国,H02S10,1
1198,2015,中国,H03K3,1
1199,2015,中国,H04B1,1
1200,2015,中国,H04L9,1
1201,2015,中国,H04N5,3
1202,2015,中国,H04N7,11
1203,2015,中国,H04R1,4
1204,2015,中国,H04W16,1
1205,2015,中国,H05B3,1
1206,2015,中国,H05B33,1
1207,2015,中国,H05B37,5
1208,2015,中国,H05F3,1
1209,2015,中国,H05K5,1
1210,2015,中国,H05K9,1
1211,2015,中国台湾,B64C27,1
1212,2015,中国香港,B64D,1
1213,2015,丹麦,B64D37,1
1214,2015,乌克兰,F03D9,1
1215,2015,以色列,B64C25,4
1217,2015,俄罗斯,B22D27,1
1218,2015,俄罗斯,B25B28,2
1219,2015,俄罗斯,B32B5,2
1220,2015,俄罗斯,B64B1,1
1221,2015,俄罗斯,B64C13,1
1222,2015,俄罗斯,B64C19,1
1223,2015,俄罗斯,B64C25,3
1224,2015,俄罗斯,B64C27,6
1225,2015,俄罗斯,B64C29,1
1226,2015,俄罗斯,B64C37,1
1227,2015,俄罗斯,B64C39,2
1228,2015,俄罗斯,B64D13,1
1229,2015,俄罗斯,B64D27,1
1230,2015,俄罗斯,B64D33,2
1231,2015,俄罗斯,B64D37,3
1232,2015,俄罗斯,B64D47,1
1233,2015,俄罗斯,B64D9,1
1234,2015,俄罗斯,B64F1,1
1235,2015,俄罗斯,B64G1,2
1236,2015,俄罗斯,B65D88,1
1237,2015,俄罗斯,B82B3,1
1238,2015,俄罗斯,C09D5,1
1239,2015,俄罗斯,C23C8,2
1240,2015,俄罗斯,F02C3,2
1241,2015,俄罗斯,F02C6,1
1242,2015,俄罗斯,F02C7,5
1243,2015,俄罗斯,F02C9,1
1244,2015,俄罗斯,F02P17,3
1245,2015,俄罗斯,F03B17,1
1246,2015,俄罗斯,F03D9,1
1247,2015,俄罗斯,F03G7,1
1248,2015,俄罗斯,F04D1,2
1249,2015,俄罗斯,F04D19,2
1250,2015,俄罗斯,F24F3,1
1251,2015,俄罗斯,F41F3,3
1252,2015,俄罗斯,F42B15,3
1253,2015,俄罗斯,F42C19,1
1254,2015,俄罗斯,G01D5,1
1255,2015,俄罗斯,G01F23,1
1256,2015,俄罗斯,G01K15,1
1257,2015,俄罗斯,G01M5,1
1258,2015,俄罗斯,G01N25,2
1259,2015,俄罗斯,G01R31,1
1260,2015,俄罗斯,G01T1,1
1261,2015,俄罗斯,G06K9,1
1262,2015,俄罗斯,H01B7,2
1263,2015,俄罗斯,H01J45,1
1264,2015,俄罗斯,H01L25,1
1265,2015,俄罗斯,H01L31,4
1266,2015,俄罗斯,H01M10,3
1267,2015,俄罗斯,H01Q1,1
1268,2015,俄罗斯,H01T1,2
1269,2015,俄罗斯,H02J15,1
1270,2015,俄罗斯,H02J7,1
1271,2015,俄罗斯,H02J9,1
1272,2015,俄罗斯,H02P6,1
1273,2015,俄罗斯,H03K3,1
1274,2015,俄罗斯,H05F7,2
1275,2015,保加利亚,B64C27,2
1276,2015,加拿大,B60T17,1
1277,2015,加拿大,B60T8,2
1278,2015,加拿大,B64C13,1
1279,2015,加拿大,B64C25,2
1280,2015,加拿大,B64C27,3
1281,2015,加拿大,B64D27,3
1282,2015,加拿大,B64D31,2
1283,2015,加拿大,B64D35,2
1284,2015,加拿大,B64D41,2
1285,2015,加拿大,B64D47,4
1286,2015,加拿大,F02C7,2
1287,2015,加拿大,F02C9,2
1288,2015,加拿大,H01Q3,2
1289,2015,加拿大,H02M3,1
1290,2015,匈牙利,B64C27,1
1291,2015,印度,B60J5,1
1292,2015,印度,B64C25,1
1293,2015,印度,B64C29,2
1294,2015,印度,B64D41,1
1295,2015,印度,H03L1,1
1296,2015,印度尼西亚,F41A1,2
1297,2015,哈萨克斯坦,F03G6,1
1298,2015,土耳其,B64C3,2
1299,2015,奥地利,B01D53,1
1300,2015,奥地利,B60T1,1
1301,2015,奥地利,B60T8,3
1302,2015,奥地利,B64C1,1
1303,2015,奥地利,B64C11,1
1304,2015,奥地利,B64C25,7
1305,2015,奥地利,B64C27,2
1306,2015,奥地利,B64C29,2
1307,2015,奥地利,B64D11,1
1308,2015,奥地利,B64D13,2
1309,2015,奥地利,B64D15,2
1310,2015,奥地利,B64D27,2
1311,2015,奥地利,B64D33,2
1312,2015,奥地利,B64D37,1
1313,2015,奥地利,F01D15,1
1314,2015,奥地利,F02C6,1
1315,2015,奥地利,F02C7,1
1316,2015,奥地利,F02C9,1
1317,2015,奥地利,F16L9,1
1318,2015,奥地利,H02J3,1
1319,2015,奥地利,H02J7,1
1320,2015,奥地利,H05B6,1
1321,2015,巴西,B60T8,3
1322,2015,巴西,F22B31,1
1323,2015,巴西,H02K47,1
1324,2015,巴西,H04W16,1
1325,2015,德国,B01D53,1
1326,2015,德国,B60L11,2
1327,2015,德国,B64C11,1
1328,2015,德国,B64C21,1
1329,2015,德国,B64C25,5
1330,2015,德国,B64C27,1
1331,2015,德国,B64C29,1
1332,2015,德国,B64C39,1
1333,2015,德国,B64D11,3
1334,2015,德国,B64D13,3
1335,2015,德国,B64D15,2
1336,2015,德国,B64D27,6
1337,2015,德国,B64D29,1
1338,2015,德国,B64D3,1
1339,2015,德国,B64D35,2
1340,2015,德国,B64F1,2
1341,2015,德国,F02B75,1
1342,2015,德国,F02K5,1
1343,2015,德国,F16D55,1
1344,2015,德国,G05D1,1
1345,2015,德国,H02K9,1
1346,2015,德国,H02M5,1
1347,2015,摩尔多瓦,A63H27,1
1348,2015,日本,B01D46,1
1349,2015,日本,B25B21,1
1350,2015,日本,B60W20,1
1351,2015,日本,B64C1,3
1352,2015,日本,B64C25,5
1353,2015,日本,B64C27,2
1354,2015,日本,B64D15,2
1355,2015,日本,B64D27,12
1356,2015,日本,B64D41,3
1357,2015,日本,B64F3,4
1358,2015,日本,C25B1,3
1359,2015,日本,D04H1,1
1360,2015,日本,D06M15,1
1361,2015,日本,F02C7,5
1362,2015,日本,F24H1,1
1363,2015,日本,G01S13,1
1364,2015,日本,G02B5,1
1365,2015,日本,G06F1,1
1366,2015,日本,G08G5,2
1367,2015,日本,H02G1,2
1368,2015,欧洲专利局,B01D53,1
1369,2015,欧洲专利局,B60N2,1
1370,2015,欧洲专利局,B60T1,2
1371,2015,欧洲专利局,B60T13,2
1372,2015,欧洲专利局,B60T8,9
1373,2015,欧洲专利局,B64C1,2
1374,2015,欧洲专利局,B64C11,2
1375,2015,欧洲专利局,B64C25,17
1376,2015,欧洲专利局,B64C27,7
1377,2015,欧洲专利局,B64C29,6
1378,2015,欧洲专利局,B64D13,4
1379,2015,欧洲专利局,B64D15,2
1380,2015,欧洲专利局,B64D27,4
1381,2015,欧洲专利局,B64D33,4
1382,2015,欧洲专利局,B64D37,2
1383,2015,欧洲专利局,B64D47,2
1384,2015,欧洲专利局,C25B15,1
1385,2015,欧洲专利局,F01D15,2
1386,2015,欧洲专利局,F02C6,2
1387,2015,欧洲专利局,F02C7,3
1388,2015,欧洲专利局,F02C9,2
1389,2015,欧洲专利局,F03D9,1
1390,2015,欧洲专利局,F16L9,2
1391,2015,欧洲专利局,F24F3,2
1392,2015,欧洲专利局,G05D1,5
1393,2015,欧洲专利局,G08G5,2
1394,2015,欧洲专利局,H01Q3,1
1395,2015,欧洲专利局,H02J3,2
1396,2015,欧洲专利局,H02J9,1
1397,2015,欧洲专利局,H02M5,2
1398,2015,欧洲专利局,H02M7,2
1399,2015,欧洲专利局,H02P9,2
1400,2015,欧洲专利局,H04W16,2
1401,2015,欧洲专利局,H05B6,2
1402,2015,法国,B64C13,2
1403,2015,法国,B64C25,8
1404,2015,法国,B64C27,3
1405,2015,法国,B64C29,1
1406,2015,法国,B64D47,2
1407,2015,法国,F02C7,4
1408,2015,法国,F03G7,1
1409,2015,法国,F04D17,2
1410,2015,法国,F16H1,2
1411,2015,法国,G01M15,2
1412,2015,法国,G05B6,2
1413,2015,法国,H01R24,2
1414,2015,法国,H02J7,2
1415,2015,法国,H02K11,2
1416,2015,法国,H02K7,2
1417,2015,法国,H02M3,2
1418,2015,法国,H02P27,2
1419,2015,法国,H02P3,2
1420,2015,法国,H04B7,1
1421,2015,法国,H04L12,1
1422,2015,波兰,B64C11,1
1423,2015,波兰,B64C29,1
1424,2015,波兰,F03D3,3
1425,2015,泰国,H02K9,1
1426,2015,澳大利亚,B64C27,2
1427,2015,澳大利亚,B64C29,2
1428,2015,澳大利亚,H04W16,1
1429,2015,瑞典,F02K5,2
1430,2015,白俄罗斯,B64D47,1
1431,2015,白俄罗斯,H02K19,1
1432,2015,罗马尼亚,B64C29,2
1434,2015,美国,A62C3,2
1435,2015,美国,B05C19,2
1436,2015,美国,B60C29,1
1437,2015,美国,B60L11,2
1438,2015,美国,B60T17,3
1439,2015,美国,B60T8,1
1440,2015,美国,B64C1,3
1441,2015,美国,B64C13,3
1442,2015,美国,B64C25,26
1443,2015,美国,B64C27,8
1444,2015,美国,B64C29,7
1445,2015,美国,B64C39,2
1446,2015,美国,B64C9,1
1447,2015,美国,B64D13,6
1448,2015,美国,B64D27,13
1449,2015,美国,B64D29,1
1450,2015,美国,B64D3,1
1451,2015,美国,B64D33,3
1452,2015,美国,B64D41,4
1453,2015,美国,B64D45,1
1454,2015,美国,B64F1,2
1455,2015,美国,B64F5,2
1456,2015,美国,B66F3,1
1457,2015,美国,C25B1,2
1458,2015,美国,F01D15,2
1459,2015,美国,F01D25,2
1460,2015,美国,F02C3,1
1461,2015,美国,F02C6,4
1462,2015,美国,F02C7,4
1463,2015,美国,F02K3,1
1464,2015,美国,F03D1,1
1465,2015,美国,F03D9,1
1466,2015,美国,F04D13,1
1467,2015,美国,F04D25,1
1468,2015,美国,F16H1,2
1469,2015,美国,F16H57,1
1470,2015,美国,F21V21,1
1471,2015,美国,G01C23,2
1472,2015,美国,G03B29,1
1473,2015,美国,G05D1,1
1474,2015,美国,G05D3,1
1475,2015,美国,G07C5,1
1476,2015,美国,G08B25,1
1477,2015,美国,G08G5,1
1478,2015,美国,H01L35,1
1479,2015,美国,H02B1,1
1480,2015,美国,H02B13,1
1481,2015,美国,H02H9,1
1482,2015,美国,H02J3,1
1483,2015,美国,H02J5,1
1484,2015,美国,H02J7,1
1485,2015,美国,H02K1,2
1486,2015,美国,H02P6,2
1487,2015,美国,H03K5,1
1488,2015,美国,H05B1,1
1490,2015,英国,B60N2,2
1491,2015,英国,B60T13,2
1492,2015,英国,B64C11,1
1493,2015,英国,B64C25,5
1494,2015,英国,B64D41,2
1495,2015,英国,B64F1,6
1496,2015,英国,F01D15,2
1497,2015,英国,F41J2,2
1498,2015,英国,H04W16,2
1499,2015,西班牙,B60T8,1
1500,2015,西班牙,B64C27,3
1501,2015,西班牙,B64C29,4
1502,2015,西班牙,B64C30,2
1503,2015,西班牙,B64D33,1
1504,2015,西班牙,B64D37,1
1505,2015,西班牙,F02C7,1
1506,2015,西班牙,F02C9,1
1507,2015,西班牙,H02J3,1
1508,2015,韩国,B64B1,2
1509,2015,韩国,B64C27,2
1510,2015,韩国,B64D1,4
1511,2015,韩国,B64D27,3
1512,2015,韩国,B64D31,3
1513,2015,韩国,C09D175,1
1514,2015,韩国,F02C3,1
1515,2015,韩国,F02C6,1
1516,2015,韩国,F02C7,2
1517,2015,韩国,F02C9,2
1518,2015,韩国,F02G1,1
1519,2015,韩国,F03D13,2
1520,2015,韩国,G01M15,2
1521,2015,韩国,G01R31,3
1522,2015,韩国,G06F12,1
1523,2015,韩国,H02J9,2
1524,2015,韩国,H02P9,1
1525,2015,韩国,H05B37,2
1526,2016,世界知识产权组织,B60H1,1
1527,2016,世界知识产权组织,B60K28,1
1528,2016,世界知识产权组织,B60L11,1
1529,2016,世界知识产权组织,B64B1,1
1530,2016,世界知识产权组织,B64C11,2
1531,2016,世界知识产权组织,B64C25,3
1532,2016,世界知识产权组织,B64C27,1
1533,2016,世界知识产权组织,B64C29,2
1534,2016,世界知识产权组织,B64C39,2
1535,2016,世界知识产权组织,B64D13,1
1536,2016,世界知识产权组织,B64D15,1
1537,2016,世界知识产权组织,B64D25,1
1538,2016,世界知识产权组织,B64D27,4
1539,2016,世界知识产权组织,B64D29,1
1540,2016,世界知识产权组织,B64D31,2
1541,2016,世界知识产权组织,B64D33,1
1542,2016,世界知识产权组织,B64D41,1
1543,2016,世界知识产权组织,B64D45,1
1544,2016,世界知识产权组织,B64D9,1
1545,2016,世界知识产权组织,B64F1,1
1546,2016,世界知识产权组织,C22C23,2
1547,2016,世界知识产权组织,F01D15,1
1548,2016,世界知识产权组织,F02C7,1
1549,2016,世界知识产权组织,F02K5,1
1550,2016,世界知识产权组织,F03B17,1
1551,2016,世界知识产权组织,F03G3,1
1552,2016,世界知识产权组织,F04D17,1
1553,2016,世界知识产权组织,G01R31,1
1554,2016,世界知识产权组织,G05D1,1
1555,2016,世界知识产权组织,H02J9,1
1556,2016,世界知识产权组织,H02K1,1
1557,2016,世界知识产权组织,H02P3,1
1558,2016,中国,A01C15,1
1559,2016,中国,A01D34,3
1560,2016,中国,A01G25,2
1561,2016,中国,A01G3,2
1562,2016,中国,A01M1,2
1563,2016,中国,A01M7,3
1564,2016,中国,A01M9,2
1565,2016,中国,A21C1,1
1566,2016,中国,A21C11,1
1567,2016,中国,A22C17,1
1568,2016,中国,A23C20,1
1569,2016,中国,A45D27,1
1570,2016,中国,A45D40,1
1571,2016,中国,A47C1,1
1572,2016,中国,A47J27,1
1573,2016,中国,A47J31,3
1574,2016,中国,A47J43,4
1575,2016,中国,A47K7,1
1576,2016,中国,A47L13,2
1577,2016,中国,A61B17,1
1578,2016,中国,A61B5,3
1579,2016,中国,A61B6,1
1580,2016,中国,A61C1,1
1581,2016,中国,A61C3,2
1582,2016,中国,A61C5,1
1583,2016,中国,A61H1,1
1584,2016,中国,A61J15,1
1585,2016,中国,A61L9,1
1586,2016,中国,A61N1,2
1587,2016,中国,A62B7,1
1588,2016,中国,A62C19,1
1589,2016,中国,A62C27,1
1590,2016,中国,A62C3,2
1591,2016,中国,A63H17,1
1592,2016,中国,A63H27,16
1593,2016,中国,A63H30,2
1594,2016,中国,B01D33,1
1595,2016,中国,B01F3,1
1596,2016,中国,B02C13,1
1597,2016,中国,B04B1,1
1598,2016,中国,B05B15,1
1599,2016,中国,B05C5,1
1600,2016,中国,B05C9,1
1601,2016,中国,B07C5,1
1602,2016,中国,B08B3,3
1603,2016,中国,B08B7,2
1604,2016,中国,B21C1,2
1605,2016,中国,B21D22,1
1606,2016,中国,B21D37,1
1607,2016,中国,B21J15,2
1608,2016,中国,B22F3,2
1609,2016,中国,B23B39,1
1610,2016,中国,B23B41,2
1611,2016,中国,B23D21,1
1612,2016,中国,B23D79,1
1613,2016,中国,B23G3,1
1614,2016,中国,B23H1,1
1615,2016,中国,B23H7,1
1616,2016,中国,B23K10,1
1617,2016,中国,B23K11,4
1618,2016,中国,B23K20,1
1619,2016,中国,B23K37,4
1620,2016,中国,B23K9,5
1621,2016,中国,B23P19,4
1622,2016,中国,B23P23,3
1623,2016,中国,B23Q1,1
1624,2016,中国,B23Q3,2
1625,2016,中国,B23Q5,1
1626,2016,中国,B24B23,1
1627,2016,中国,B24B27,2
1628,2016,中国,B24B29,1
1629,2016,中国,B24B55,1
1630,2016,中国,B24B7,2
1631,2016,中国,B25F3,1
1632,2016,中国,B25F5,1
1633,2016,中国,B25J11,1
1634,2016,中国,B26B19,1
1635,2016,中国,B26D1,2
1636,2016,中国,B28B11,1
1637,2016,中国,B28B3,2
1638,2016,中国,B28D7,1
1639,2016,中国,B29B13,2
1640,2016,中国,B29B9,1
1641,2016,中国,B29C47,10
1642,2016,中国,B29C65,3
1643,2016,中国,B30B15,1
1644,2016,中国,B31B50,1
1645,2016,中国,B32B37,2
1646,2016,中国,B41F23,1
1647,2016,中国,B44B1,2
1648,2016,中国,B44B3,1
1649,2016,中国,B44B7,1
1650,2016,中国,B60F5,6
1651,2016,中国,B60H1,1
1652,2016,中国,B60J7,1
1653,2016,中国,B60K25,1
1654,2016,中国,B60K28,1
1655,2016,中国,B60L11,2
